FOLDERYEAR;LicenceRSN;LicenceNumber;LicenceRevisionNumber;BusinessName;BusinessTradeName;Status;IssuedDate;ExpiredDate;BusinessType;BusinessSubType;Unit;UnitType;House;Street;City;Province;Country;PostalCode;LocalArea;NumberofEmployees;FeePaid;ExtractDate;Geom;geo_point_2d
25;4646684;25-138961;00;CSA Building Sciences Western Ltd;;Issued;2024-12-03T10:31:03-08:00;2025-12-31;Consulting and Management Services;;;;;;Coquitlam;BC;CA;;Out of Town;9.0;265.0;2025-03-02T00:09:33-08:00;;
25;4646798;25-139075;00;Citiwest Consulting Ltd;;Issued;2024-12-12T15:00:36-08:00;2025-12-31;Consulting and Management Services;;;;;;Surrey;BC;CA;;;27.0;265.0;2025-03-02T00:09:33-08:00;;
25;4646902;25-139179;00;Alice-Home Facilitators Ltd;;Issued;2024-12-31T14:51:30-08:00;2025-12-31;Consulting and Management Services;;;;;;Coquitlam;BC;CA;;Out of Town;1.0;265.0;2025-03-02T00:09:33-08:00;;
25;4646943;25-139220;00;Forrec Design (West) Ltd;Forrec;Issued;2024-12-18T06:08:18-08:00;2025-12-31;Consulting and Management Services;;;;;;Toronto;ON;CA;;;106.0;265.0;2025-03-02T00:09:33-08:00;;
25;4646948;25-139225;00;Can-Zhong International Education Culture & Business Consulting Services Ltd;;Issued;2024-12-11T14:12:23-08:00;2025-12-31;Consulting and Management Services;;;;;;North Vancouver;BC;CA;;;2.0;265.0;2025-03-02T00:09:33-08:00;;
25;4647006;25-139283;00;AECOM Canada Ltd;;Issued;2024-12-24T11:01:57-08:00;2025-12-31;Consulting and Management Services;;;;;;Burnaby;BC;CA;;;10.0;265.0;2025-03-02T00:09:33-08:00;;
25;4647026;25-139303;00;(Decheng Yang);Theragene;Issued;2024-12-02T11:00:38-08:00;2025-12-31;Consulting and Management Services;;;;;;Richmond;BC;CA;;;1.0;265.0;2025-03-02T00:09:33-08:00;;
25;4647111;25-139388;00;Sally Anne Labonete Ocampo (Sally Ocampo);Canada World Connexion Immigration and Consulting Services;Issued;2024-12-22T18:48:45-08:00;2025-12-31;Consulting and Management Services;;;;;;s;BC;CA;;Out of Town;0.0;265.0;2025-03-02T00:09:33-08:00;;
25;4647265;25-139542;00;(Ritu Verma);Pinnacle Canadian Immigration Consultancy;Issued;2024-12-04T22:33:00-08:00;2025-12-31;Consulting and Management Services;;;;;;Surery;BC;CA;;;0.0;265.0;2025-03-02T00:09:33-08:00;;
25;4647412;25-139689;00;Enersaver Solutions Inc;;Issued;2024-12-05T12:45:55-08:00;2025-12-31;Consulting and Management Services;;;;;;Surrey;BC;CA;;Out of Town;10.0;265.0;2025-03-02T00:09:33-08:00;;
25;4647413;25-139690;00;Lanarc 2015 Consultants Ltd;Lanarc;Issued;2024-12-12T15:46:36-08:00;2025-12-31;Consulting and Management Services;;;;;;Nanaimo;BC;CA;;;10.0;265.0;2025-03-02T00:09:33-08:00;;
25;4647514;25-139791;00;Bakau Consulting Inc;;Issued;2024-12-04T16:10:25-08:00;2025-12-31;Consulting and Management Services;;;;;;Burnaby;BC;CA;;Out of Town;7.0;265.0;2025-03-02T00:09:33-08:00;;
25;4647526;25-139803;00;CK Techniconsulting Services Inc;;Issued;2024-12-20T11:08:14-08:00;2025-12-31;Consulting and Management Services;;;;;;Burnaby;BC;CA;;;0.0;265.0;2025-03-02T00:09:33-08:00;;
25;4647539;25-139816;00;Kelly M Ablard (Kelly Ablard);;Issued;2024-12-05T14:21:31-08:00;2025-12-31;Consulting and Management Services;;;;;;North Vancouver;BC;CA;;Out of Town;0.0;265.0;2025-03-02T00:09:33-08:00;;
25;4647734;25-140011;00;Alta Planning + Design Canada Inc;;Issued;2024-12-02T07:05:01-08:00;2025-12-31;Consulting and Management Services;;;;;;Portland;OR;;;Out of Town;232.0;265.0;2025-03-02T00:09:33-08:00;;
25;4647854;25-140131;00;(Doug Martin);Energy Smart Consulting;Issued;2024-12-30T10:14:30-08:00;2025-12-31;Consulting and Management Services;;;;;;Abbotsford;BC;CA;;Out of Town;1.0;265.0;2025-03-02T00:09:33-08:00;;
25;4648370;25-140647;00;INFINITEM CANADA LTD.;;Issued;2024-12-03T16:10:26-08:00;2025-12-31;Consulting and Management Services;;;;;;Mountain View;CA;;;Out of Town;50.0;265.0;2025-03-02T00:09:33-08:00;;
25;4648460;25-140737;00;Miovision Technologies Incorporated;;Issued;2024-12-06T13:35:28-08:00;2025-12-31;Consulting and Management Services;;;;;;Kitchener;ON;CA;;Out of Town;0.0;265.0;2025-03-02T00:09:33-08:00;;
25;4648153;25-140430;00;(Julie Iannacone);Julie Iannacone Consulting;Issued;2024-12-24T07:53:16-08:00;2025-12-31;Consulting and Management Services;;;;;;Burnaby;BC;CA;;Out of Town;0.0;265.0;2025-03-02T00:09:33-08:00;;
25;4648303;25-140580;00;Constance Joyce Hedd (Constance Hedd);Outdoor Decor and Design;Issued;2024-12-04T07:46:45-08:00;2025-12-31;Consulting and Management Services;;;;;;Aldergrove;BC;;;Out of Town;1.0;265.0;2025-03-02T00:09:33-08:00;;
25;4648323;25-140600;00;(Ginger Gosnell-Myers);Ginger Gosnell-Myers Consulting;Issued;2024-12-05T21:04:14-08:00;2025-12-31;Consulting and Management Services;;;;;;NORTH VANCOUVER;BC;;;Out of Town;0.0;265.0;2025-03-02T00:09:33-08:00;;
25;4648569;25-140846;00;CEDAR BRIDGES CONSULTING LTD.;;Issued;2024-12-02T12:44:55-08:00;2025-12-31;Consulting and Management Services;;;;;;Maple Ridge;BC;;;Out of Town;1.0;265.0;2025-03-02T00:09:33-08:00;;
25;4686020;25-165009;00;1119123 BC Ltd;R.J. & Associates Environmental Consulting;Issued;2024-12-23T12:46:58-08:00;2025-12-31;Consulting and Management Services;;;;;;Delta;BC;CA;;Out of Town;5.0;265.0;2025-03-02T00:09:33-08:00;;
25;4686027;25-165016;00;(Maia Smith);;Issued;2024-12-18T20:03:11-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;;;Fairview;1.0;286.0;2025-03-02T00:09:36-08:00;;
25;4686029;25-165018;00;(Jill Elliott);;Issued;2024-12-18T15:46:46-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;;;Hastings-Sunrise;1.0;286.0;2025-03-02T00:09:36-08:00;;
25;4686031;25-165020;00;1331492 B.C. LTD.;Mission Defence Armaments;Issued;2024-12-18T14:34:15-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;;;Dunbar-Southlands;2.0;286.0;2025-03-02T00:09:36-08:00;;
25;4678804;25-159991;00;Emma J Shea (Emma Shea);EJS Public Relations;Issued;2024-12-11T21:00:48-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Mount Pleasant;1.0;265.0;2025-03-02T00:09:36-08:00;;
25;4678810;25-159997;00;Exploitation Education Institute Inc;;Issued;2024-12-04T12:03:04-08:00;2025-12-31;Consulting and Management Services;;1800;Unit;450;SW MARINE DRIVE;Vancouver;BC;CA;V5X 0C3;Marpole;1.0;265.0;2025-03-02T00:09:36-08:00;"{""coordinates"": [-123.115976004173, 49.2100109097238], ""type"": ""Point""}";49.2100109097238, -123.115976004173
25;4678816;25-160003;00;(Martin Foley);Barefoot Home Energy;Issued;2024-12-09T17:58:20-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;;;;1.0;265.0;2025-03-02T00:09:36-08:00;;
25;4646699;25-138976;00;Robin B Clark Inc;;Issued;2024-12-01T19:11:44-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Dunbar-Southlands;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4646716;25-138993;00;Pechisker International Business Consulting Inc;Pechisker International Business Consulting;Issued;2024-12-18T15:03:03-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;West Point Grey;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4646719;25-138996;00;Evans & Evans Inc;;Issued;2024-12-30T16:46:55-08:00;2025-12-31;Consulting and Management Services;;325;Unit;555;BURRARD ST;Vancouver;BC;CA;V7X 1M8;Downtown;8.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.118959746657, 49.2865570713147], ""type"": ""Point""}";49.2865570713147, -123.118959746657
25;4646724;25-139001;00;Hybridge Investment Management Inc;;Issued;2024-12-12T14:18:21-08:00;2025-12-31;Consulting and Management Services;;1620;Unit;1075;W Georgia St;Vancouver;BC;CA;V6E 3C9;Downtown;5.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.122189505874, 49.2858641494082], ""type"": ""Point""}";49.2858641494082, -123.122189505874
25;4646732;25-139009;00;Pheidias Project Management Corp;;Inactive;2024-12-24T13:05:08-08:00;2025-12-31;Consulting and Management Services;;660;Unit;1188;W GEORGIA ST;Vancouver;BC;CA;V6E 4A2;West End;10.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.125263375086, 49.2866402537813], ""type"": ""Point""}";49.2866402537813, -123.125263375086
25;4646736;25-139013;00;Staples & Company Employee Benefits Consultants Inc;;Issued;2024-12-10T12:48:29-08:00;2025-12-31;Consulting and Management Services;;102;Unit;1525;W 8TH AV;Vancouver;BC;CA;V6J 1T5;Fairview;5.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.139534650904, 49.2647551681826], ""type"": ""Point""}";49.2647551681826, -123.139534650904
25;4646741;25-139018;00;O & M Productions Ltd;;Issued;2024-12-27T14:02:43-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Downtown;2.0;265.0;2025-03-02T00:09:35-08:00;;
25;4646752;25-139029;00;TFP Tax & Financial Planning Corp;TFP Corp;Issued;2024-12-12T10:29:58-08:00;2025-12-31;Consulting and Management Services;;1401;Unit;675;W Hastings St;Vancouver;BC;CA;V6B 1N2;Downtown;1.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.113337292458, 49.2853511990052], ""type"": ""Point""}";49.2853511990052, -123.113337292458
25;4646772;25-139049;00;(Terrance Walman);;Issued;2024-12-31T16:04:48-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Fairview;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4646805;25-139082;00;Bantry Trading Ltd;;Issued;2024-12-26T05:18:34-08:00;2025-12-31;Consulting and Management Services;;900;Unit;555;BURRARD ST;Vancouver;BC;CA;V7X 1M8;Downtown;1.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.118959746657, 49.2865570713147], ""type"": ""Point""}";49.2865570713147, -123.118959746657
25;4646813;25-139090;00;(Marie Capewell);M Capewell & Associate;Issued;2024-12-30T09:52:25-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Downtown;2.0;265.0;2025-03-02T00:09:35-08:00;;
25;4646820;25-139097;00;(Norman Lam);Multiway International Consultants;Issued;2024-12-25T15:07:34-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Hastings-Sunrise;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4646838;25-139115;00;Stacey Holloway And Associates Ltd;;Issued;2024-12-17T15:10:57-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Kitsilano;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4646851;25-139128;00;(Narinder Rishi);Apna Rishi Law Office;Issued;2024-12-31T19:44:56-08:00;2025-12-31;Consulting and Management Services;;;;6625;FRASER ST;Vancouver;BC;CA;V5X 3T6;Sunset;0.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.091200331148, 49.2242759551699], ""type"": ""Point""}";49.2242759551699, -123.091200331148
25;4646856;25-139133;00;Micro Protech Industries Incorporated;Destine Canada Immigration Consultancy Services;Issued;2024-12-27T18:11:23-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;West Point Grey;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4646859;25-139136;00;Interactivetools.com Inc;;Issued;2024-12-10T14:45:56-08:00;2025-12-31;Consulting and Management Services;;1404;Unit;445;W 2ND AV;Vancouver;BC;CA;V5Y 0E8;Mount Pleasant;1.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.114082470381, 49.2676239401626], ""type"": ""Point""}";49.2676239401626, -123.114082470381
25;4646860;25-139137;00;(Henry Epp);Epp Consulting;Issued;2024-12-01T16:10:16-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Downtown;0.0;265.0;2025-03-02T00:09:35-08:00;;
25;4646895;25-139172;00;Nippon Profoods (Canada) Ltd;Consultancy For Food Ingredients or Food Machinery Nippon Profoods;Issued;2024-12-09T00:43:25-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Hastings-Sunrise;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4646927;25-139204;00;Terra Housing Consultants BC Ltd;;Issued;2024-12-31T13:51:31-08:00;2025-12-31;Consulting and Management Services;;2nd Floor;Unit;2750;RUPERT ST;Vancouver;BC;CA;V5M 3T7;Renfrew-Collingwood;17.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.033232290055, 49.2598639832968], ""type"": ""Point""}";49.2598639832968, -123.033232290055
25;4646930;25-139207;00;SBM Consulting Ltd;;Issued;2024-12-27T04:49:32-08:00;2025-12-31;Consulting and Management Services;;300;Unit;422;RICHARDS ST;Vancouver;BC;CA;V6B 2Z4;Downtown;5.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.111926364132, 49.2836865871596], ""type"": ""Point""}";49.2836865871596, -123.111926364132
25;4646951;25-139228;00;Catharine Gay Yee Chang (Catharine Chang);C2C Life Coaching;Issued;2024-12-31T17:10:51-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Dunbar-Southlands;0.0;265.0;2025-03-02T00:09:35-08:00;;
25;4646952;25-139229;00;FABCO Holdings Canada Inc;;Issued;2024-12-13T04:58:49-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Kitsilano;2.0;265.0;2025-03-02T00:09:35-08:00;;
25;4646963;25-139240;00;Textuality Services Inc;Textuality Services;Issued;2024-12-31T11:08:25-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Riley Park;2.0;265.0;2025-03-02T00:09:35-08:00;;
25;4646968;25-139245;00;Delta Economics Group Inc;Delta Economics Group;Issued;2024-12-11T11:26:40-08:00;2025-12-31;Consulting and Management Services;;1100;Unit;1200;W 73RD AV;Vancouver;BC;CA;V6P 6G5;Marpole;2.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.133618556976, 49.2039954491368], ""type"": ""Point""}";49.2039954491368, -123.133618556976
25;4646973;25-139250;00;IO Corporate Services Ltd;IO;Issued;2024-12-23T13:46:15-08:00;2025-12-31;Consulting and Management Services;;300;Unit;1055;W HASTINGS ST;Vancouver;BC;CA;V6E 2E9;Downtown;2.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.118192793095, 49.2877342016388], ""type"": ""Point""}";49.2877342016388, -123.118192793095
25;4646974;25-139251;00;(Valery Dubenko);;Issued;2024-12-17T12:15:10-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Fairview;0.0;265.0;2025-03-02T00:09:35-08:00;;
25;4646988;25-139265;00;Golden Pacific Consultant (International) Ltd;;Issued;2024-12-11T23:56:17-08:00;2025-12-31;Consulting and Management Services;;312;Unit;1281;W GEORGIA ST;Vancouver;BC;CA;V6E 3J7;Downtown;1.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.126344928205, 49.2882253834632], ""type"": ""Point""}";49.2882253834632, -123.126344928205
25;4647044;25-139321;00;(Lance Berelowitz);Urban Forum Associates;Issued;2024-12-03T17:20:15-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Mount Pleasant;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647053;25-139330;00;Simply Eventful Management Inc;;Issued;2024-12-05T16:09:45-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Kitsilano;1.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647067;25-139344;00;Accupro Trademark Services (1998) Ltd;Accupro Trademark Services;Issued;2024-12-23T12:16:39-08:00;2025-12-31;Consulting and Management Services;;702;Unit;401;W GEORGIA ST;Vancouver;BC;CA;V6B 5A1;Downtown;0.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.114675044765, 49.2812916157877], ""type"": ""Point""}";49.2812916157877, -123.114675044765
25;4647080;25-139357;00;Icreative Service Inc;;Issued;2024-12-12T11:52:20-08:00;2025-12-31;Consulting and Management Services;;610;Unit;1385;W 8TH AV;Vancouver;BC;CA;V6H 3V9;Fairview;6.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.135583198646, 49.2648651525099], ""type"": ""Point""}";49.2648651525099, -123.135583198646
25;4647109;25-139386;00;Kai Uwe Elmauer (Kai Elmauer);elmauer institute:managing consensus;Issued;2024-12-26T17:59:48-08:00;2025-12-31;Consulting and Management Services;;110;Unit;4395;FRASER ST;Vancouver;BC;CA;V5V 4G4;Riley Park;1.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.090602384727, 49.2457142026607], ""type"": ""Point""}";49.2457142026607, -123.090602384727
25;4647132;25-139409;00;Scenario Creation Ltd;Scenario;Issued;2024-12-27T10:47:35-08:00;2025-12-31;Consulting and Management Services;;;;;;Vancouver;BC;CA;;Downtown;2.0;265.0;2025-03-02T00:09:35-08:00;;
25;4647156;25-139433;00;Ginqo Consulting Ltd;;Issued;2024-12-06T17:21:47-08:00;2025-12-31;Consulting and Management Services;;1000;Unit;355;BURRARD ST;Vancouver;BC;CA;V6C 2G8;Downtown;9.0;265.0;2025-03-02T00:09:35-08:00;"{""coordinates"": [-123.11723844762, 49.2875182283394], ""type"": ""Point""}";49.2875182283394, -123.11723844762
